,park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result,2017_follow_up_sample_date,2017_epa_first_draw_result,2017_epa_first_draw_sample_date,follow_up_field_result,follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min,lat,lon
1096,LINCOLN (ABRAHAM),Lincoln  #49 - North,"east of lsd, at webster comfort station",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1097,LINCOLN (ABRAHAM),Lincoln  #49 - East,"east of lsd, at webster comfort station",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1098,LINCOLN (ABRAHAM),Lincoln  #49 - South,"east of lsd, at webster comfort station",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1099,LINCOLN (ABRAHAM),Lincoln  #49 - West,"east of lsd, at webster comfort station",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1100,LINCOLN (ABRAHAM),Lincoln  #50 - North,"east of lsd, at fullerton",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1101,LINCOLN (ABRAHAM),Lincoln  #50 - East,"east of lsd, at fullerton",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1102,LINCOLN (ABRAHAM),Lincoln  #50 - South,"east of lsd, at fullerton",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1103,LINCOLN (ABRAHAM),Lincoln  #50 - West,"east of lsd, at fullerton",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1104,LINCOLN (ABRAHAM),Lincoln  #51,"east of lsd, at fullerton, theatre on the lake",2045 N LINCOLN PARK WEST,3.18,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1105,LINCOLN (ABRAHAM),Lincoln  #52 - High,"east of lsd, at diversey",2045 N LINCOLN PARK WEST,2.02,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1106,LINCOLN (ABRAHAM),Lincoln  #52 - Low,"east of lsd, at diversey",2045 N LINCOLN PARK WEST,2.39,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1107,LINCOLN (ABRAHAM),Lincoln  #53,"east of lsd, at belmont harbor concession, south",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1108,LINCOLN (ABRAHAM),Lincoln  #54 - High,"east of lsd, at belmond harbor comfort station, west",2045 N LINCOLN PARK WEST,2,4/6/17,,,,,,,,,2,,,41.9196663,-87.63585178
1109,LINCOLN (ABRAHAM),Lincoln  #54 - Middle,"east of lsd, at belmond harbor comfort station, west",2045 N LINCOLN PARK WEST,2,4/6/17,,,,,,,,,2,,,41.9196663,-87.63585178
1110,LINCOLN (ABRAHAM),Lincoln  #54 - Low,"east of lsd, at belmond harbor comfort station, west",2045 N LINCOLN PARK WEST,2,4/6/17,,,,,,,,,2,,,41.9196663,-87.63585178
1111,LINCOLN (ABRAHAM),Lincoln  #55,"east of lsd, belmont harbor east",2045 N LINCOLN PARK WEST,,,,,,,,,,,,,,41.9196663,-87.63585178
1112,LINCOLN (ABRAHAM),Lincoln  #56 - High,"east of lsd, belmont harbor at brompton, totem pole",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,2,,,41.9196663,-87.63585178
1113,LINCOLN (ABRAHAM),Lincoln  #56 - Middle,"east of lsd, belmont harbor at brompton, totem pole",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,2,,,41.9196663,-87.63585178
1114,LINCOLN (ABRAHAM),Lincoln  #56 - Low,"east of lsd, belmont harbor at brompton, totem pole",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,2,,,41.9196663,-87.63585178
1115,LINCOLN (ABRAHAM),Lincoln  #57,"east of lsd, at waveland, bird sanctuary",2045 N LINCOLN PARK WEST,2.64,4/5/17,,,2,6/6/17,2,7/18/17,,,22,10,3.5,41.9196663,-87.63585178
1116,LINCOLN (ABRAHAM),Lincoln  #58,"east of lsd, at waveland, south tennis courts",2045 N LINCOLN PARK WEST,6.45,4/6/17,,,36.1,6/6/17,3,7/18/17,,,41,34,28,41.9196663,-87.63585178
1117,LINCOLN (ABRAHAM),Lincoln  #59,"east of lsd, at waveland baseball fields",2045 N LINCOLN PARK WEST,2,4/6/17,,,79.7,6/6/17,2,7/18/17,,,44,6.2,4.1,41.9196663,-87.63585178
1118,LINCOLN (ABRAHAM),Lincoln  #60,"east of lsd, at waveland north tennis courts",2045 N LINCOLN PARK WEST,2,4/6/17,,,,,,,,,2,,,41.9196663,-87.63585178
1119,LINCOLN (ABRAHAM),Lincoln  #61,"east of lsd, at waveland, marovitz 3rd green",2045 N LINCOLN PARK WEST,2,,,,,,,,,,14,,,41.9196663,-87.63585178
1120,LINCOLN (ABRAHAM),Lincoln  #62,"east of lsd, at montrose, on bike path",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,5.6,,,41.9196663,-87.63585178
1121,LINCOLN (ABRAHAM),Lincoln  #63,"east of lsd, at wilson comfort station",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,4.1,,,41.9196663,-87.63585178
1122,LINCOLN (ABRAHAM),Lincoln  #64,"east of lsd, sw side of cricket hill",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2.9,,,41.9196663,-87.63585178
1123,LINCOLN (ABRAHAM),Lincoln  #65,"east of lsd, montrose harbor north",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1124,LINCOLN (ABRAHAM),Lincoln  #66 - North,"east of lsd, montrose harbor, near bait shop",2045 N LINCOLN PARK WEST,2,6/12/17,,,2,8/5/17,2,7/19/17,,,,,,41.9196663,-87.63585178
1125,LINCOLN (ABRAHAM),Lincoln  #66 - East,"east of lsd, montrose harbor, near bait shop",2045 N LINCOLN PARK WEST,2,6/12/17,,,2,8/5/17,,,,,,,,41.9196663,-87.63585178
1126,LINCOLN (ABRAHAM),Lincoln  #66 - South,"east of lsd, montrose harbor, near bait shop",2045 N LINCOLN PARK WEST,2,6/12/17,,,2,8/5/17,,,,,,,,41.9196663,-87.63585178
1127,LINCOLN (ABRAHAM),Lincoln  #66 - West,"east of lsd, montrose harbor, near bait shop",2045 N LINCOLN PARK WEST,2,6/12/17,,,2,8/5/17,,,,,,,,41.9196663,-87.63585178
1128,LINCOLN (ABRAHAM),Lincoln  #67,"east of lsd, montrose beach concession",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1129,LINCOLN (ABRAHAM),Lincoln  #68,"east of lsd, montrose beach, north of beach house",2045 N LINCOLN PARK WEST,2,4/4/17,,,4.97,8/5/17,4,7/19/17,,,20,5.6,2,41.9196663,-87.63585178
1130,LINCOLN (ABRAHAM),Lincoln  #69 - High,"east of lsd, montrose beach house",2045 N LINCOLN PARK WEST,2,4/5/17,,,2,,,,,,2,,,41.9196663,-87.63585178
1131,LINCOLN (ABRAHAM),Lincoln  #69 - Middle,"east of lsd, montrose beach house",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,2,,,41.9196663,-87.63585178
1132,LINCOLN (ABRAHAM),Lincoln  #69 - Low,"east of lsd, montrose beach house",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,2,,,41.9196663,-87.63585178
1133,LINCOLN (ABRAHAM),Lincoln  #70,"east of lsd, at wilson",2045 N LINCOLN PARK WEST,2,5/10/17,,,,,,,,,2.1,,,41.9196663,-87.63585178
1134,LINCOLN (ABRAHAM),Lincoln  #71,"east of lsd, at leland",2045 N LINCOLN PARK WEST,2,5/10/17,,,,,,,,,2,,,41.9196663,-87.63585178
1135,LINCOLN (ABRAHAM),Lincoln  #72,"east of lsd, at lawrence",2045 N LINCOLN PARK WEST,2,5/10/17,,,,,,,,,12,,,41.9196663,-87.63585178
1136,LINCOLN (ABRAHAM),Lincoln  #73,"east of lsd, at castlewood",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1137,LINCOLN (ABRAHAM),Lincoln  #74 - High,"east of lsd, at argyle",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1138,LINCOLN (ABRAHAM),Lincoln  #74 - Low,"east of lsd, at argyle",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1139,LINCOLN (ABRAHAM),Lincoln  #74 - Dog,"east of lsd, at argyle",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1140,LINCOLN (ABRAHAM),Lincoln  #75 - High,"east of lsd, at carmen",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1141,LINCOLN (ABRAHAM),Lincoln  #75 - Middle,"east of lsd, at carmen",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1142,LINCOLN (ABRAHAM),Lincoln  #75 - Low,"east of lsd, at carmen",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1143,LINCOLN (ABRAHAM),Lincoln  #76 - High,"east of lsd, at foster beach house",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,2,,,41.9196663,-87.63585178
1144,LINCOLN (ABRAHAM),Lincoln  #76 - Low,"east of lsd, at foster beach house",2045 N LINCOLN PARK WEST,2,4/5/17,,,,,,,,,2,,,41.9196663,-87.63585178
1145,LINCOLN (ABRAHAM),Lincoln  #77,"east of lsd, at balmoral",2045 N LINCOLN PARK WEST,3.47,4/4/17,,,,,,,,,4.6,,,41.9196663,-87.63585178
1146,LINCOLN (ABRAHAM),Lincoln  #78,"east of lsd, at bryn mawr",2045 N LINCOLN PARK WEST,3.33,4/4/17,,,10.4,,8,7/19/17,,,130,140,51,41.9196663,-87.63585178
1147,LINCOLN (ABRAHAM),Lincoln  #79 - High,"east of lsd, at southeast of osterman beach house",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1148,LINCOLN (ABRAHAM),Lincoln  #79 - Low,"east of lsd, at southeast of osterman beach house",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1149,LINCOLN (ABRAHAM),Lincoln  #79 - Dog,"east of lsd, at southeast of osterman beach house",2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,2,,,41.9196663,-87.63585178
1150,LINCOLN (ABRAHAM),Lincoln  #80,ardmore,2045 N LINCOLN PARK WEST,2,4/4/17,,,,,,,,,9.7,,,41.9196663,-87.63585178
1151,LINCOLN (ABRAHAM),Lincoln  #81,diversey driving range,2045 N LINCOLN PARK WEST,2,4/13/17,,,23.8,8/5/17,2,7/17/17,,,,,,41.9196663,-87.63585178
1152,LINDBLOM (ROBERT),Lindblom  #1 - High,on damen at 60th,6054 S DAMEN AVE,2.49,4/6/17,,,2,6/29/17,,,,,16.4,31,8.2,41.78326695,-87.67460265
1153,LINDBLOM (ROBERT),Lindblom  #1 - Low,on damen at 60th,6054 S DAMEN AVE,4.81,4/6/17,,,2,6/29/17,,,,,13.3,,,41.78326695,-87.67460265
1154,LINDBLOM (ROBERT),Lindblom  #2,pool deck,6054 S DAMEN AVE,2,4/6/17,,,,,,,,,3.25,,,41.78326695,-87.67460265
1155,LINDBLOM (ROBERT),Lindblom  #3,southwest of pool fence on path,6054 S DAMEN AVE,2,4/6/17,,,,,,,,,27.4,2,5.2,41.78326695,-87.67460265
1156,LINDEN,Linden  #1,"on pulaski, southwest of basketball court",1139 N PULASKI RD,2,4/8/17,,,,,,,,,0.19,,,41.96735,-87.7279949
1157,LITTLE VENICE,Little Venice  #1,northeast corner of park,2251 W 50TH PL,2.33,7/8/17,,,,,,,,,1.69,,,41.8012287,-87.7141022
1158,LIVINGSTON FIELD,Livingston Field #1 - High,southwest corner of field,2139 W LEXINGTON ST,2,4/7/17,,,,,,,,,0.511,,,41.8711656,-87.7455394
1159,LIVINGSTON FIELD,Livingston Field #1 - Low,southwest corner of field,2139 W LEXINGTON ST,2,4/7/17,,,,,,,,,0.563,,,41.8711656,-87.7455394
1160,LOGAN BOULEVARD SKATE PARK,Logan Skate Park  #1 - High,north of path under kennedy,2430 W LOGAN BLVD,2,4/24/17,,,,,,,,,2,,,41.9284692,-87.6978574
1161,LOGAN BOULEVARD SKATE PARK,Logan Skate Park  #1 - Low,north of path under kennedy,2430 W LOGAN BLVD,2,4/24/17,,,,,,,,,2,,,41.9284692,-87.6978574
1162,LOWE (SAMUEL),Lowe  #1 - High,southeast corner of fieldhouse,5203 S LOWE AVE,2,4/5/17,,,,,,,,,7.95,,,41.7543129,-87.6404703
1163,LOWE (SAMUEL),Lowe  #1 - Middle,southeast corner of fieldhouse,5203 S LOWE AVE,2,4/5/17,,,,,,,,,1.17,,,41.7543129,-87.6404703
1164,LOWE (SAMUEL),Lowe  #1 - Low,southeast corner of fieldhouse,5203 S LOWE AVE,2,4/5/17,,,,,,,,,0.992,,,41.7543129,-87.6404703
1165,LOYOLA,Loyola  #2,northwest corner of basketball court,1230 W GREENLEAF AVE,2,4/22/17,,,2,,2,7/20/17,,,38,43,2,42.0108585,-87.66167921
1166,LOYOLA,Loyola  #3,playground,1230 W GREENLEAF AVE,2,4/22/17,,,,,,,,,2,,,42.0108585,-87.66167921
1167,LOYOLA,Loyola  #4,comfort station,1230 W GREENLEAF AVE,2,4/22/17,,,,,,,,,2,,,42.0108585,-87.66167921
1168,LOYOLA,Loyola  #5,morse cul-de-sac,1230 W GREENLEAF AVE,2,4/22/17,,,,,,,,,14,,,42.0108585,-87.66167921
1169,LOYOLA,Loyola  #6 - High,farwell cul-de-sac,1230 W GREENLEAF AVE,2.23,4/22/17,,,14.1,,2,7/20/17,,,13,,,42.0108585,-87.66167921
1170,LOYOLA,Loyola  #6 - Low,farwell cul-de-sac,1230 W GREENLEAF AVE,3.48,4/22/17,,,17.6,,,,,,15,22,3.6,42.0108585,-87.66167921
1171,LOYOLA,Loyola  #7,southeast corner of tennis court,1230 W GREENLEAF AVE,2,4/22/17,,,33.5,,2,7/20/17,,,26,40,7.7,42.0108585,-87.66167921
1172,LUELLA,Luella  #1,"southeast corner of basketball court, on path",10021 S LUELLA AVE,3.69,5/4/17,,,2,6/30/17,,,,,37,9.6,16,41.7076206,-87.56812
1173,LUELLA,Luella  #2 - High,"west path, middle of park",10021 S LUELLA AVE,2.57,5/4/17,,,2,6/30/17,,,,,18,4.5,10,41.7076206,-87.56812
1174,LUELLA,Luella  #2 - Low,"west path, middle of park",10021 S LUELLA AVE,2.58,5/4/17,,,2,6/30/17,,,,,12,,,41.7076206,-87.56812
1175,LUNA,Luna  #1,at entrance on 56th,5558 S GREEN ST,4.96,7/20/17,,,,,,,,,92.4,33,7,41.7851888,-87.6461545
1176,"LUNT (ORRINGTON, STEPHEN)",Lunt  #1,at park entrance on lunt,2239 W LUNT AVE,2,4/12/17,,,,,,,,,3.61,,,42.0090904,-87.6679042
1177,MAGNOLIA,Magnolia  #1,park entrance,3228 W FLOURNOY ST,2,4/6/17,,,,,,,,,2.43,,,41.8718638,-87.7615082
1178,MALUS,Malus  #1 - High,at entrance on sheilds,5426 S SHIELDS AVE,4.62,4/5/17,,,46.2,6/29/17,,,,,34.8,10,6.1,41.8381787,-87.6353114
1179,MALUS,Malus  #1 - Low,at entrance on sheilds,5426 S SHIELDS AVE,5.63,4/5/17,,,46.7,6/29/17,,,,,36.3,16,5.8,41.8381787,-87.6353114
1180,MANDRAKE (HENRY BROWN),Mandrake  #1 - High,on path west of field house,900 E PERSHING RD.,2,5/1/17,,,,,,,,,2,,,41.8241089,-87.6065115
1181,MANDRAKE (HENRY BROWN),Mandrake  #1 - Low,on path west of field house,900 E PERSHING RD.,2,5/1/17,,,,,,,,,2,,,41.8241089,-87.6065115
1182,MANDRAKE (HENRY BROWN),Mandrake  #2,attached to north side of field house,900 E PERSHING RD.,2,5/1/17,,,,,,,,,2,,,41.8241089,-87.6065115
1183,MANDRAKE (HENRY BROWN),Mandrake  #3,attached to south side of field house,900 E PERSHING RD.,2,5/1/17,,,,,,,,,2,,,41.8241089,-87.6065115
1184,MANDRAKE (HENRY BROWN),Mandrake  #4 - High,"across street, east of running track",900 E PERSHING RD.,2,5/1/17,,,,,,,,,2,,,41.8241089,-87.6065115
1185,MANDRAKE (HENRY BROWN),Mandrake  #4 - Low,"across street, east of running track",900 E PERSHING RD.,2,5/1/17,,,,,,,,,2,,,41.8241089,-87.6065115
1186,MANDRAKE (HENRY BROWN),Mandrake  #5,nan,900 E PERSHING RD.,2,5/1/17,,,,,,,,,2,,,41.8241089,-87.6065115
1187,MANDRAKE (HENRY BROWN),Mandrake  #6,nan,900 E PERSHING RD.,2,5/1/17,,,,,,,,,2,,,41.8241089,-87.6065115
1188,MANN (JAMES),Mann  #1 - High,center of park along 130th,2949 E 131ST ST,4.17,5/5/17,,,,,,,,,2,,,41.6572795,-87.5570411
1189,MANN (JAMES),Mann  #1 - Low,center of park along 130th,2949 E 131ST ST,2.19,5/5/17,,,,,,,,,2.4,,,41.6572795,-87.5570411
1190,MANN (JAMES),Mann  #2 - High,east entrance off carondolet,2949 E 131ST ST,2.12,5/5/17,,,,,,,,,12,,,41.6572795,-87.5570411
1191,MANN (JAMES),Mann  #2 - Low,east entrance off carondolet,2949 E 131ST ST,2.2,5/5/17,,,,,,,,,12,,,41.6572795,-87.5570411
1192,MANN (JAMES),Mann  #3 - High,playground near tennis court,2949 E 131ST ST,3.15,5/5/17,,,,,,,,,5.3,,,41.6572795,-87.5570411
1193,MANN (JAMES),Mann  #3 - Low,playground near tennis court,2949 E 131ST ST,2.6,5/5/17,,,,,,,,,2,,,41.6572795,-87.5570411
1194,MANN (JAMES),Mann  #4 - High,"west side of building, along pool fence",2949 E 131ST ST,2,5/5/17,,,,,,,,,6.9,,,41.6572795,-87.5570411
1195,MANN (JAMES),Mann  #4 - Low,"west side of building, along pool fence",2949 E 131ST ST,2,5/5/17,,,,,,,,,12,,,41.6572795,-87.5570411
1196,MAPLE,Maple  #1,north side of park,2047 N SPAULDING AVE,4.76,4/8/17,,,,,,,,,86.6,76,85,41.9313382,-87.7101605
1197,MAPLEWOOD,Maplewood  #1 - High,playground,1640 N MAPLEWOOD AVE,7.19,4/21/17,,,11.8,8/1/17,,,,,66,35,220,41.9110634,-87.69125278
1198,MAPLEWOOD,Maplewood  #1 - Middle,playground,1640 N MAPLEWOOD AVE,9.09,4/21/17,,,8,8/1/17,,,,,70,3100,120,41.9110634,-87.69125278
1199,MAPLEWOOD,Maplewood  #1 - Low,playground,1640 N MAPLEWOOD AVE,7.46,4/21/17,,,9.88,8/1/17,,,,,52,280,110,41.9110634,-87.69125278
1200,MARQUETTE (JACQUES),Marquette  #1 - High,"west of spraypool, east of playground, south of 67th",6734 S KEDZIE AVE,2,4/10/17,,,,,,,,,3.41,,,41.736977,-87.7020464
1201,MARQUETTE (JACQUES),Marquette  #1 - Middle,"west of spraypool, east of playground, south of 67th",6734 S KEDZIE AVE,2,4/10/17,,,,,,,,,1.05,,,41.736977,-87.7020464
1202,MARQUETTE (JACQUES),Marquette  #1 - Low,"west of spraypool, east of playground, south of 67th",6734 S KEDZIE AVE,2,4/10/17,,,,,,,,,2.53,,,41.736977,-87.7020464
1203,MARQUETTE (JACQUES),Marquette  #2,"southeast of landscape yard entrance, west of tennis courts",6734 S KEDZIE AVE,2,4/10/17,,,,,,,,,2.57,,,41.736977,-87.7020464
1204,MARQUETTE (JACQUES),Marquette  #3 - High,north of rose garden,6734 S KEDZIE AVE,2.76,4/10/17,,,,,,,,,1.65,,,41.736977,-87.7020464
1205,MARQUETTE (JACQUES),Marquette  #3 - Low,north of rose garden,6734 S KEDZIE AVE,2.8,4/10/17,,,,,,,,,1.64,,,41.736977,-87.7020464
1206,MARQUETTE (JACQUES),Marquette  #4,southwest corner of kedzie and redfield,6734 S KEDZIE AVE,2,4/10/17,,,2,6/12/17,,,,,30.4,33,2,41.736977,-87.7020464
1207,MARQUETTE (JACQUES),Marquette  #5,"southeast playground, north of 71st",6734 S KEDZIE AVE,2,4/10/17,,,,,,,,,1.61,,,41.736977,-87.7020464
1208,MARQUETTE (JACQUES),Marquette  #6,"off walking path, east of redfield, at 70th",6734 S KEDZIE AVE,2,5/10/17,,,,,,,,,9.18,,,41.736977,-87.7020464
1209,MARQUETTE (JACQUES),Marquette  #7,"west of east comfort station, south of soccer",6734 S KEDZIE AVE,15,5/10/17,,,,,,,,,8.37,,,41.736977,-87.7020464
1210,MARQUETTE (JACQUES),Marquette  #8,"north of 69th on path east of bridge, east of redfield",6734 S KEDZIE AVE,4.28,5/10/17,,,,,,,,,0.425,,,41.736977,-87.7020464
1211,MARQUETTE (JACQUES),Marquette  #9,"west of california, east of tennis",6734 S KEDZIE AVE,2.45,5/10/17,,,,,,,,,0.535,,,41.736977,-87.7020464
1212,MARQUETTE (JACQUES),Marquette  #10 - High,"corner of redfield and sacramento, north side",6734 S KEDZIE AVE,2,4/10/17,,,,,,,,,8.85,,,41.736977,-87.7020464
1213,MARQUETTE (JACQUES),Marquette  #10 - Low,"corner of redfield and sacramento, north side",6734 S KEDZIE AVE,2.18,4/10/17,,,,,,,,,12.3,,,41.736977,-87.7020464
1214,MARQUETTE (JACQUES),Marquette  #11,south of track at comfort station,6734 S KEDZIE AVE,2,5/10/17,,,,,,,,,5.43,,,41.736977,-87.7020464
1215,MARQUETTE (JACQUES),Marquette  #12 - High,south of fieldhouse,6734 S KEDZIE AVE,2,4/10/17,,,,,,,,,2,,,41.736977,-87.7020464
1216,MARQUETTE (JACQUES),Marquette  #12 - Low,south of fieldhouse,6734 S KEDZIE AVE,2,4/10/17,,,,,,,,,2,,,41.736977,-87.7020464
1217,MARSHFIELD,Marshfield  #1 - High,south of playground,1637 W 87TH ST,2,4/18/17,,,,,,,,,1.52,,,41.7359681,-87.6512611
1218,MARSHFIELD,Marshfield  #1 - Low,south of playground,1637 W 87TH ST,2,4/18/17,,,,,,,,,1.57,,,41.7359681,-87.6512611
1219,MASON (ELIZABETH),Mason  #1,on path closest to south west entrance,4100 W WEST END AVE,2,4/7/17,,,,,,,,,0.12,,,41.883072,-87.7502579
1220,MASON (ELIZABETH),Mason  #2,"near playground, north east corner",4100 W WEST END AVE,2,4/7/17,,,,,,,,,0.12,,,41.883072,-87.7502579
1221,MATANKY (EUGENE),Matanky  #1,at ridge entrance,6937 N RIDGE BLVD,2,4/24/17,,,,,,,,,8,,,41.9979597,-87.6768406
1222,MATHER (STEPHEN TYNG),Mather  #1 - High,playlot,5941 N RICHMOND ST,2,4/13/17,,,,,,,,,0.316,,,41.9885298,-87.7029874
1223,MATHER (STEPHEN TYNG),Mather  #1 - Middle,playlot,5941 N RICHMOND ST,2,4/13/17,,,,,,,,,0.325,,,41.9885298,-87.7029874
1224,MATHER (STEPHEN TYNG),Mather  #1 - Low,playlot,5941 N RICHMOND ST,2,4/13/17,,,,,,,,,0.302,,,41.9885298,-87.7029874
1225,MATHER (STEPHEN TYNG),Mather  #2,west of california,5941 N RICHMOND ST,,,,,,,,,,,,,,41.9885298,-87.7029874
1226,MATHER (STEPHEN TYNG),Mather  #3,"on path, north of school",5941 N RICHMOND ST,2,4/13/17,,,,,,,,,5.62,,,41.9885298,-87.7029874
1227,MAYFAIR,Mayfair  #1 - High,west of fieldhouse at spraypool,4550 W SUNNYSIDE AVE,2,4/22/17,,,,,,,,,0.316,,,41.9622226,-87.7769601
1228,MAYFAIR,Mayfair  #1 - Middle,west of fieldhouse at spraypool,4550 W SUNNYSIDE AVE,2,4/22/17,,,,,,,,,0.343,,,41.9622226,-87.7769601
1229,MAYFAIR,Mayfair  #1 - Low,west of fieldhouse at spraypool,4550 W SUNNYSIDE AVE,2,4/22/17,,,,,,,,,0.308,,,41.9622226,-87.7769601
1230,MCGUANE (JOHN),McGuane  #1 - High,"northwest corner of fieldhouse, south of playlot",2901 S POPLAR AVE,2,4/14/17,,,,,,,,,14.6,,,41.84121015,-87.64867009
1231,MCGUANE (JOHN),McGuane  #1 - Low,"northwest corner of fieldhouse, south of playlot",2901 S POPLAR AVE,2,4/14/17,,,,,,,,,12.5,,,41.84121015,-87.64867009
1232,MCGUANE (JOHN),McGuane  #2 - High,southeast corner of tennis courts,2901 S POPLAR AVE,3.02,4/14/17,,,22.5,6/14/17,,,,,52.9,96,9.1,41.84121015,-87.64867009
1233,MCGUANE (JOHN),McGuane  #2 - Middle,southeast corner of tennis courts,2901 S POPLAR AVE,2.92,4/14/17,,,18.4,6/14/17,,,,,53.7,110,10,41.84121015,-87.64867009
1234,MCGUANE (JOHN),McGuane  #2 - Low,southeast corner of tennis courts,2901 S POPLAR AVE,2.88,4/14/17,,,18.9,6/14/17,,,,,57.2,130,15,41.84121015,-87.64867009
1235,MCGUANE (JOHN),McGuane  #3 - High,southwest corner of fieldhouse,2901 S POPLAR AVE,2.86,4/14/17,,,39.6,6/14/17,,,,,46,2,2,41.84121015,-87.64867009
1236,MCGUANE (JOHN),McGuane  #3 - Low,southwest corner of fieldhouse,2901 S POPLAR AVE,3.17,4/14/17,,,30.4,6/14/17,,,,,54.5,2,2,41.84121015,-87.64867009
1237,MCGUANE (JOHN),McGuane  #4 - High,diamond 2 - east side,2901 S POPLAR AVE,2,4/14/17,,,,,,,,,1.68,,,41.84121015,-87.64867009
1238,MCGUANE (JOHN),McGuane  #4 - Low,diamond 2 - east side,2901 S POPLAR AVE,2,4/14/17,,,,,,,,,1.37,,,41.84121015,-87.64867009
1239,MCGUANE (JOHN),McGuane  #5 - High,east of field house,2901 S POPLAR AVE,2,4/14/17,,,,,,,,,0.555,,,41.84121015,-87.64867009
1240,MCGUANE (JOHN),McGuane  #5 - Low,east of field house,2901 S POPLAR AVE,2,4/14/17,,,,,,,,,0.662,,,41.84121015,-87.64867009
1241,MCINERNEY (THOMAS),McInerney  #1,"northeast corner, on emerald cul-de-sac",4446-58 S EMERALD AVE,2,4/22/17,,,,,,,,,0.12,,,41.813053,-87.644745
1242,MCKIERNAN (DAVID),McKiernan  #1,west of playground,10714 S SAWYER AVE,4.63,4/14/17,,,45.7,6/9/17,,,,,23.6,41,25,41.6983531,-87.70247702
1243,MCKINLEY (WILLIAM),McKinley  #1,southwest corner of tennis courts at northwest corner,2210 W PERSHING RD,2.72,4/14/17,,,43.8,7/15/17,,,,,16.4,19,6.1,41.82374735,-87.68245765
1244,MCKINLEY (WILLIAM),McKinley  #2,"middle of park, west of playground",2210 W PERSHING RD,2,4/14/17,,,,,,,,,11.8,,,41.82374735,-87.68245765
1245,MCKINLEY (WILLIAM),McKinley  #3,in between tennis courts on west side of the park,2210 W PERSHING RD,3.15,4/14/17,,,26.8,7/15/17,,,,,26,47,9,41.82374735,-87.68245765
1246,MCKINLEY (WILLIAM),McKinley  #4,northeast of main fieldhouse,2210 W PERSHING RD,2,4/14/17,,,,,,,,,1.48,,,41.82374735,-87.68245765
1247,MCKINLEY (WILLIAM),McKinley  #5,pool deck,2210 W PERSHING RD,2,4/14/17,,,,,,,,,1.04,,,41.82374735,-87.68245765
1248,"MELLIN (CURTIS, SR.)",Mellin  #1 - High,at park entrance on ashland,5553 N ASHLAND AVE,2,4/14/17,,,,,,,,,4.93,,,41.9239545,-87.6681156
