,park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result,2017_follow_up_sample_date,2017_epa_first_draw_result,2017_epa_first_draw_sample_date,follow_up_field_result,follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min,lat,lon
1592,RIIS (JACOB),Riis  #11 - High,spray pool,6100 W FULLERTON AVE,2,6/3/17,,,,,,,,,0.12,,,41.92476435,-87.77945019
1593,RIIS (JACOB),Riis  #11 - Low,spray pool,6100 W FULLERTON AVE,2,6/3/17,,,,,,,,,0.12,,,41.92476435,-87.77945019
1594,RIIS (JACOB),Riis  #12 - High,at fullerton and merrimac,6100 W FULLERTON AVE,3.8,4/11/17,,,,,,,,,70.8,74,5.7,41.92476435,-87.77945019
1595,RIIS (JACOB),Riis  #12 - Low,at fullerton and merrimac,6100 W FULLERTON AVE,3.8,4/11/17,,,,,,,,,71.7,67,6,41.92476435,-87.77945019
1596,RIIS (JACOB),Riis  #13,south of spray pool,6100 W FULLERTON AVE,2,7/19/17,,,,,,,,,0.179,,,41.92476435,-87.77945019
1597,RIIS (JACOB),Riis  #14,on pool building-high,6100 W FULLERTON AVE,2,6/3/17,,,,,,,,,0.12,,,41.92476435,-87.77945019
1598,RIIS (JACOB),Riis  #15,on pool building-low,6100 W FULLERTON AVE,2,6/3/17,,,,,,,,,0.12,,,41.92476435,-87.77945019
1599,RIIS (JACOB),Riis  #16,on pool deck,6100 W FULLERTON AVE,2,6/3/17,,,,,,,,,2.21,,,41.92476435,-87.77945019
1600,RIVER,River  #1,northwest of tennis courts,5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,0.462,,,41.9740019,-87.70196239
1601,RIVER,River  #2 - High,deck of spraypool,5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,0.219,,,41.9740019,-87.70196239
1602,RIVER,River  #2 - Low,deck of spraypool,5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,0.445,,,41.9740019,-87.70196239
1603,RIVER,River  #3,deck of swimming pool,5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,0.17,,,41.9740019,-87.70196239
1604,RIVER,River  #4 - High,in playlot,5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,0.12,,,41.9740019,-87.70196239
1605,RIVER,River  #4 - Middle,in playlot,5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,0.12,,,41.9740019,-87.70196239
1606,RIVER,River  #4 - Low,in playlot,5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,0.12,,,41.9740019,-87.70196239
1607,RIVER,River  #5 - High,in dog area,5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,0.12,,,41.9740019,-87.70196239
1608,RIVER,River  #5 - Low,in dog area,5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,0.12,,,41.9740019,-87.70196239
1609,RIVER,River  #5 - Dog,in dog area,5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,0.12,,,41.9740019,-87.70196239
1610,RIVER,River  #6,west of sand volleyball court,5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,2.68,,,41.9740019,-87.70196239
1611,RIVER,River  #7,"centered halfway between river and francisco, at about winnemac",5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,4.13,,,41.9740019,-87.70196239
1612,RIVER,River  #8 - High,boathouse at west river park,5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,0.593,,,41.9740019,-87.70196239
1613,RIVER,River  #8 - Low,boathouse at west river park,5100 N FRANCISCO AVE,2,4/20/17,,,,,,,,,0.654,,,41.9740019,-87.70196239
1614,ROBERTS (DANIEL) SQUARE,Roberts Square #1,"southwest corner of park, at argyle and lockwood",5230 W ARGYLE ST,2,4/4/17,,,,,,,,,3.72,,,41.9721912,-87.6976478
1615,ROBICHAUX (JOSEPH),Robichaux  #1,southeast corner of fieldhouse,9247 S EGGLESTON AVE,2,4/18/17,,,,,,,,,11.3,,,41.7256697,-87.63449875
1616,ROBICHAUX (JOSEPH),Robichaux  #2,on path north of 92nd,9247 S EGGLESTON AVE,10.1,4/18/17,,,,,,,,,0.782,,,41.7256697,-87.63449875
1617,ROBICHAUX (JOSEPH),Robichaux  #3,on path at 91st,9247 S EGGLESTON AVE,4.33,4/18/17,,,19.2,6/27/17,,,,,38.4,23,20,41.7256697,-87.63449875
1618,ROBINSON (JACKIE),Robinson  #1 - High,north of fieldhouse,10540 S MORGAN ST,2,4/22/17,,,,,,,,,0.635,,,41.7022876,-87.64843445
1619,ROBINSON (JACKIE),Robinson  #1 - Middle,north of fieldhouse,10540 S MORGAN ST,2,4/22/17,,,,,,,,,4.26,,,41.7022876,-87.64843445
1620,ROBINSON (JACKIE),Robinson  #1 - Low,north of fieldhouse,10540 S MORGAN ST,2,4/22/17,,,,,,,,,2.99,,,41.7022876,-87.64843445
1621,ROBINSON (JACKIE),Robinson  #2,"south side of park, at morgan",10540 S MORGAN ST,2.94,4/22/17,,,,,,,,,14.6,,,41.7022876,-87.64843445
1622,ROGERS (PHILLIP),Rogers  #1,southeast corner of rockwell parking lot,7345 N WASHTENAW AVE,2.65,4/15/17,,,171,8/19/17,,,,,28.3,48,4.1,42.01529405,-87.6967698
1623,ROGERS (PHILLIP),Rogers  #2,between two play areas,7345 N WASHTENAW AVE,2,4/15/17,,,,,,,,,14.7,,,42.01529405,-87.6967698
1624,ROGERS (PHILLIP),Rogers  #3,"on path, east of playground",7345 N WASHTENAW AVE,2,4/15/17,,,,,,,,,5.19,,,42.01529405,-87.6967698
1625,ROGERS (PHILLIP),Rogers  #4,"on path, about chase and rockwell",7345 N WASHTENAW AVE,2,4/15/17,,,22.8,8/19/17,,,,,16,6.6,2,42.01529405,-87.6967698
1626,ROGERS (PHILLIP) BEACH,Rogers Beach #1 - High,northwest corner of tennis courts,7705 N EASTLAKE TERRACE,2.9,4/15/17,,,7.34,6/3/17,21,7/20/17,,,37,35,9.2,42.0192713,-87.6645759
1627,ROGERS (PHILLIP) BEACH,Rogers Beach #1 - Low,northwest corner of tennis courts,7705 N EASTLAKE TERRACE,2.88,4/15/17,,,11.1,6/3/17,,,,,35,33,9.2,42.0192713,-87.6645759
1628,RONAN (GEORGE),Ronan  #1 - High,south of playlot,3000 W ARGYLE ST,2,4/21/17,,,,,,,,,0.261,,,41.97254315,-87.70455616
1629,RONAN (GEORGE),Ronan  #1 - Low,south of playlot,3000 W ARGYLE ST,2,4/21/17,,,,,,,,,0.145,,,41.97254315,-87.70455616
1630,RONAN (GEORGE),Ronan  #1 - Dog,south of playlot,3000 W ARGYLE ST,2,4/21/17,,,,,,,,,0.204,,,41.97254315,-87.70455616
1631,RONAN (GEORGE),Ronan  #2 - High,north of lawrence on path,3000 W ARGYLE ST,3.85,4/21/17,,,,,,,,,0.194,,,41.97254315,-87.70455616
1632,RONAN (GEORGE),Ronan  #2 - Low,north of lawrence on path,3000 W ARGYLE ST,2,4/21/17,,,,,,,,,0.229,,,41.97254315,-87.70455616
1633,ROOSEVELT (THEODORE),Roosevelt  #1,"east side of park, north of tennis courts",62 W ROOSEVELT RD,3.73,4/19/17,,,3.9,6/5/17,,,,,22,160,21,41.8666321,-87.6861157
1634,ROSEDALE,Rosedale  #1 - High,spray feature,6312 W ROSEDALE AVE,4.36,3/29/17,,,,,,,,,2.28,,,41.98884105,-87.78582349
1635,ROSEDALE,Rosedale  #1 - Middle,spray feature,6312 W ROSEDALE AVE,,,,,,,,,,,0.479,,,41.98884105,-87.78582349
1636,ROSEDALE,Rosedale  #1 - Low,spray feature,6312 W ROSEDALE AVE,,,,,,,,,,,0.546,,,41.98884105,-87.78582349
1637,ROSEDALE,Rosedale  #2,west side of fieldhouse,6312 W ROSEDALE AVE,2,3/29/17,,,,,,,,,0.99,,,41.98884105,-87.78582349
1638,ROSENBLUM (J. LESLIE),Rosenblum  #1 - High,"east of spraypool, nw corner",7547 S EUCLID AVE,2,4/15/17,,,,,,,,,2,,,41.766825,-87.5775448
1639,ROSENBLUM (J. LESLIE),Rosenblum  #1 - Middle,"east of spraypool, nw corner",7547 S EUCLID AVE,2,4/15/17,,,,,,,,,,,,41.766825,-87.5775448
1640,ROSENBLUM (J. LESLIE),Rosenblum  #1 - Low,"east of spraypool, nw corner",7547 S EUCLID AVE,2,4/15/17,,,,,,,,,0.487,,,41.766825,-87.5775448
1641,ROSENBLUM (J. LESLIE),Rosenblum  #2 - High,center of running track on 75th,7547 S EUCLID AVE,2,4/15/17,,,,,,,,,2.6,,,41.766825,-87.5775448
1642,ROSENBLUM (J. LESLIE),Rosenblum  #2 - Low,center of running track on 75th,7547 S EUCLID AVE,2,4/15/17,,,,,,,,,2.06,,,41.766825,-87.5775448
1643,ROSENBLUM (J. LESLIE),Rosenblum  #3 - High,center of running track on 76th,7547 S EUCLID AVE,2,4/15/17,,,,,,,,,0.941,,,41.766825,-87.5775448
1644,ROSENBLUM (J. LESLIE),Rosenblum  #3 - Low,center of running track on 76th,7547 S EUCLID AVE,2,4/15/17,,,,,,,,,0.842,,,41.766825,-87.5775448
1645,ROWAN (WILLIAM),Rowan  #1,on path from entrance from avenue o,11546 S AVENUE L,7.27,5/6/17,,,5.07,6/28/17,,,,,67,57,9.9,41.68497565,-87.537371
1646,ROWAN (WILLIAM),Rowan  #2,"behind northeast diamond, on path",11546 S AVENUE L,2,5/6/17,,,5.38,6/28/17,,,,,17,60,4.6,41.68497565,-87.537371
1647,ROWAN (WILLIAM),Rowan  #3 - High,"north side of fieldhouse, on path",11546 S AVENUE L,2,5/6/17,,,,,,,,,2,,,41.68497565,-87.537371
1648,ROWAN (WILLIAM),Rowan  #3 - Low,"north side of fieldhouse, on path",11546 S AVENUE L,2,5/6/17,,,,,,,,,2,,,41.68497565,-87.537371
1649,RUSSELL (MARTIN) SQUARE,Russell Square #1,"northeast corner of park, on path",3045 E 83RD ST,2,5/1/17,,,20.8,6/30/17,,,,,76,43,4.3,41.7443631,-87.54989819
1650,RUSSELL (MARTIN) SQUARE,Russell Square #2,"southeast corner of fieldhouse, on path",3045 E 83RD ST,2,5/1/17,,,9.37,6/30/17,,,,,18,9.4,2,41.7443631,-87.54989819
1651,RUSSELL (MARTIN) SQUARE,Russell Square #3,pool deck,3045 E 83RD ST,2,5/1/17,,,87.7,6/30/17,,,,,,,,41.7443631,-87.54989819
1652,RUSSELL (MARTIN) SQUARE,Russell Square #4,"3rd base line of west diamond, on path",3045 E 83RD ST,2,5/1/17,,,57.5,6/30/17,,,,,17,18,2,41.7443631,-87.54989819
1653,RUSSELL (MARTIN) SQUARE,Russell Square #5,playground,3045 E 83RD ST,2.91,6/3/17,,,2.76,6/30/17,,,,,3,,,41.7443631,-87.54989819
1654,RUSSELL (MARTIN) SQUARE,Russell Square #6,"northwest of tennis courts, on path",3045 E 83RD ST,2,8/4/17,,,,,2,8/4/17,,,1,,,41.7443631,-87.54989819
1655,RUTHERFORD SAYRE,Rutherford Sayre #1 - High,east of field house,6871 W BELDEN AVE,2,4/11/17,,,,,,,,,0.304,,,41.9226639,-87.7266685
1656,RUTHERFORD SAYRE,Rutherford Sayre #1 - Low,east of field house,6871 W BELDEN AVE,2,4/11/17,,,,,,,,,0.349,,,41.9226639,-87.7266685
1657,RUTHERFORD SAYRE,Rutherford Sayre #2 - High,in playground,6871 W BELDEN AVE,2,4/11/17,,,,,,,,,0.12,,,41.9226639,-87.7266685
1658,RUTHERFORD SAYRE,Rutherford Sayre #2 - Middle,in playground,6871 W BELDEN AVE,2,4/11/17,,,,,,,,,0.12,,,41.9226639,-87.7266685
1659,RUTHERFORD SAYRE,Rutherford Sayre #2 - Low,in playground,6871 W BELDEN AVE,2,4/11/17,,,,,,,,,0.12,,,41.9226639,-87.7266685
1660,RUTHERFORD SAYRE,Rutherford Sayre #3,"in field, north of train tracks, west of oak park",6871 W BELDEN AVE,2,4/11/17,,,,,,,,,10.1,,,41.9226639,-87.7266685
1661,SACRAMENTO,Sacramento  #1 - High,at park entrance,3520 N SACRAMENTO AVE,3.56,4/18/17,,,8.06,8/19/17,,,,,19,21,17,41.9343117,-87.7025779
1662,SACRAMENTO,Sacramento  #1 - Low,at park entrance,3520 N SACRAMENTO AVE,3.69,4/18/17,,,6.95,8/19/17,,,,,19.5,21,17,41.9343117,-87.7025779
1663,SAUGANASH,Sauganash  #1,"northwest corner of park, on path",5861 N KOSTNER AVE,2,4/17/17,,,,,,,,,1.28,,,41.9880077,-87.73707632
1664,SAUGANASH,Sauganash  #2 - High,at playground,5861 N KOSTNER AVE,2,4/17/17,,,,,,,,,0.12,,,41.9880077,-87.73707632
1665,SAUGANASH,Sauganash  #2 - Middle,at playground,5861 N KOSTNER AVE,2,4/17/17,,,,,,,,,0.12,,,41.9880077,-87.73707632
1666,SAUGANASH,Sauganash  #2 - Low,at playground,5861 N KOSTNER AVE,2,4/17/17,,,,,,,,,0.12,,,41.9880077,-87.73707632
1667,SAUGANASH,Sauganash  #3,north of tennis court,5861 N KOSTNER AVE,2,4/17/17,,,,,,,,,1.12,,,41.9880077,-87.73707632
1668,SCHAEFER (EDWARD),Schaefer  #1,at entrance on marshfield,2415 N MARSHFIELD AVE,2,4/26/17,,,2.28,7/11/17,,,,,34,32,48,41.8985511,-87.6685824
1669,SCHREIBER,Schreiber  #1 - High,south of playground,1552 W SCHREIBER AVE,2,4/25/17,,,,,,,,,3.3,,,41.9986663,-87.8048971
1670,SCHREIBER,Schreiber  #1 - Middle,south of playground,1552 W SCHREIBER AVE,2,4/25/17,,,,,,,,,3.2,,,41.9986663,-87.8048971
1671,SCHREIBER,Schreiber  #1 - Low,south of playground,1552 W SCHREIBER AVE,2,4/25/17,,,,,,,,,3.5,,,41.9986663,-87.8048971
1672,SCHREIBER,Schreiber  #2 - High,in community garden,1552 W SCHREIBER AVE,2,4/25/17,,,,,,,,,2,,,41.9986663,-87.8048971
1673,SCHREIBER,Schreiber  #2 - Low,in community garden,1552 W SCHREIBER AVE,2,4/25/17,,,,,,,,,2,,,41.9986663,-87.8048971
1674,SCOTTSDALE,Scottsdale  #1,northeast corner of fieldhouse,4637 W 83RD ST,2,4/3/17,,,,,,,,,6.44,,,41.7432185,-87.6529393
1675,SENECA,Seneca  #1 - High,center of park,228 E CHICAGO AVE,2,4/4/17,,,,,,,,,2,,,41.8966529,-87.6281533
1676,SENECA,Seneca  #1 - Low,center of park,228 E CHICAGO AVE,2,4/4/17,,,,,,,,,2,,,41.8966529,-87.6281533
1677,SENIOR CITIZENS MEML.,Senior Citizens Memorial #1,corner of lyndale and oakley,2238 N OAKLEY AVE,4.31,4/21/17,,,47.8,7/13/17,,,,,58,,,41.9218919,-87.6846839
1678,"SENKA (EDWARD ""DUKE"")",Senka  #1 - High,northwest of basketball courts,5656 S ST LOUIS AVE,2,4/3/17,,,,,,,,,0.12,,,41.7970661,-87.7110238
1679,"SENKA (EDWARD ""DUKE"")",Senka  #1 - Middle,northwest of basketball courts,5656 S ST LOUIS AVE,2,4/3/17,,,,,,,,,0.168,,,41.7970661,-87.7110238
1680,"SENKA (EDWARD ""DUKE"")",Senka  #1 - Low,northwest of basketball courts,5656 S ST LOUIS AVE,2,4/3/17,,,,,,,,,0.482,,,41.7970661,-87.7110238
1681,"SENKA (EDWARD ""DUKE"")",Senka  #2 - High,playground,5656 S ST LOUIS AVE,2,4/3/17,,,,,,,,,0.168,,,41.7970661,-87.7110238
1682,"SENKA (EDWARD ""DUKE"")",Senka  #2 - Middle,playground,5656 S ST LOUIS AVE,2,4/3/17,,,,,,,,,0.202,,,41.7970661,-87.7110238
1683,"SENKA (EDWARD ""DUKE"")",Senka  #2 - Low,playground,5656 S ST LOUIS AVE,2,4/3/17,,,,,,,,,0.295,,,41.7970661,-87.7110238
1684,"SENKA (EDWARD ""DUKE"")",Senka  #3 - High,south side of soccer field,5656 S ST LOUIS AVE,2,4/3/17,,,,,,,,,0.12,,,41.7970661,-87.7110238
1685,"SENKA (EDWARD ""DUKE"")",Senka  #3 - Middle,south side of soccer field,5656 S ST LOUIS AVE,2,4/3/17,,,,,,,,,0.179,,,41.7970661,-87.7110238
1686,"SENKA (EDWARD ""DUKE"")",Senka  #3 - Low,south side of soccer field,5656 S ST LOUIS AVE,2,4/3/17,,,,,,,,,0.12,,,41.7970661,-87.7110238
1687,"SENKA (EDWARD ""DUKE"")",Senka  #4 - High,"northeast corner of park, on path",5656 S ST LOUIS AVE,2,4/3/17,,,,,,,,,0.37,,,41.7970661,-87.7110238
1688,"SENKA (EDWARD ""DUKE"")",Senka  #4 - Low,"northeast corner of park, on path",5656 S ST LOUIS AVE,2,4/3/17,,,,,,,,,0.263,,,41.7970661,-87.7110238
1689,SENN (NICHOLAS),Senn  #1 - High,"at walkway between senn south and senn north, on thorndale",5887 N RIDGE AVE,2,4/24/17,,,,,,,,,2,,,41.9844356,-87.6613646
1690,SENN (NICHOLAS),Senn  #1 - Low,"at walkway between senn south and senn north, on thorndale",5887 N RIDGE AVE,2,4/24/17,,,,,,,,,2,,,41.9844356,-87.6613646
1691,SENN (NICHOLAS),Senn  #2 - High,at park entrance at ridge and clark,5887 N RIDGE AVE,4.17,4/24/17,,,7.62,7/26/17,,,,,26,8.7,3.8,41.9844356,-87.6613646
1692,SENN (NICHOLAS),Senn  #2 - Low,at park entrance at ridge and clark,5887 N RIDGE AVE,3.8,4/24/17,,,8.29,7/26/17,,,,,8.5,,,41.9844356,-87.6613646
1693,SENN (NICHOLAS),Senn  #3 - High,south corner of tennis court,5887 N RIDGE AVE,3.8,4/24/17,,,8.73,7/26/17,,,,,35,78,8.6,41.9844356,-87.6613646
1694,SENN (NICHOLAS),Senn  #3 - Low,south corner of tennis court,5887 N RIDGE AVE,3.82,4/24/17,,,18.7,7/26/17,,,,,36,79,8.7,41.9844356,-87.6613646
1695,SENN (NICHOLAS),Senn  #4 - High,southeast corner of soccer field,5887 N RIDGE AVE,2.93,6/23/17,,,,,,,,,6.6,,,41.9844356,-87.6613646
1696,SENN (NICHOLAS),Senn  #4 - Low,southeast corner of soccer field,5887 N RIDGE AVE,2.81,6/23/17,,,,,,,,,7.2,,,41.9844356,-87.6613646
1697,SENN (NICHOLAS),Senn  #5 - High,playground,5887 N RIDGE AVE,2,6/5/17,,,,,,,,,2,,,41.9844356,-87.6613646
1698,SENN (NICHOLAS),Senn  #5 - Low,playground,5887 N RIDGE AVE,2,6/5/17,,,,,,,,,2,,,41.9844356,-87.6613646
1699,SEWARD (WILLIAM),Seward  #1 - High,west of entrance at division and sedgewick,375 W ELM ST,2,6/7/17,,,,,,,,,2,,,41.9026671,-87.63816652
1700,SEWARD (WILLIAM),Seward  #1 - Low,west of entrance at division and sedgewick,375 W ELM ST,2,6/7/17,,,,,,,,,2,,,41.9026671,-87.63816652
1701,SEWARD (WILLIAM),Seward  #1 - Dog,west of entrance at division and sedgewick,375 W ELM ST,2,6/7/17,,,,,,,,,2,,,41.9026671,-87.63816652
1702,SEWARD (WILLIAM),Seward  #2,"southeast of elm cul-de-sac, west of basketball court",375 W ELM ST,2,4/14/17,,,19.3,7/19/17,,,,,110,30,4,41.9026671,-87.63816652
1703,SEWARD (WILLIAM),Seward  #3,"south side of fieldhouse, next to basketball courts",375 W ELM ST,2,4/4/17,,,,,,,,,2,,,41.9026671,-87.63816652
1704,SHABBONA,Shabbona  #1 - High,playground,6935 W ADDISON,2,4/8/17,,,,,,,,,0.243,,,41.945366,-87.800257
1705,SHABBONA,Shabbona  #1 - Middle,playground,6935 W ADDISON,2,4/8/17,,,,,,,,,0.227,,,41.945366,-87.800257
1706,SHABBONA,Shabbona  #1 - Low,playground,6935 W ADDISON,2,4/8/17,,,,,,,,,0.208,,,41.945366,-87.800257
1707,SHABBONA,Shabbona  #2 - High,"southeast of tennis court, on path",6935 W ADDISON,18.8,5/20/17,13.1,7/18/17,103,9/1/17,,,,,16.8,19,20,41.945366,-87.800257
1708,SHABBONA,Shabbona  #2 - Low,"southeast of tennis court, on path",6935 W ADDISON,17.7,5/20/17,12.4,7/18/17,100,9/1/17,,,,,17,18,17,41.945366,-87.800257
1709,SHABBONA,Shabbona  #3 - High,"middle of park, east of sayre",6935 W ADDISON,2,4/8/17,,,,,,,,,8.25,,,41.945366,-87.800257
1710,SHABBONA,Shabbona  #3 - Low,"middle of park, east of sayre",6935 W ADDISON,2,4/8/17,,,,,,,,,8.41,,,41.945366,-87.800257
1711,SHABBONA,Shabbona  #4 - High,"south end of park, north of school",6935 W ADDISON,2,4/5/17,,,,,,,,,0.716,,,41.945366,-87.800257
1712,SHABBONA,Shabbona  #4 - Low,"south end of park, north of school",6935 W ADDISON,2,4/8/17,,,,,,,,,0.718,,,41.945366,-87.800257
1713,SHEDD (JOHN G.),Shedd  #1,east side of fieldhouse,3660 W 23RD ST,2,4/13/17,,,,,,,,,3.73,,,41.8507037,-87.6728086
1714,SHEIL (BERNARD) COMM. CTR.,Sheil  #1 ,next to entrance,3505 N SOUTHPORT AVE,2,4/29/17,,,2,7/7/17,,,,,2,,,41.9507055,-87.6641098
1715,SHERIDAN (PHILIP HENRY),Sheridan  #1 - High,"first base line, north of bleachers",910 S ABERDEEN ST,5.41,4/13/17,,,7.91,5/22/17,,,,,35,14,13,41.87126235,-87.65472823
1716,SHERIDAN (PHILIP HENRY),Sheridan  #1 - Low,"first base line, north of bleachers",910 S ABERDEEN ST,7,4/13/17,,,7.93,5/22/17,,,,,31,24,14,41.87126235,-87.65472823
1717,SHERIDAN (PHILIP HENRY),Sheridan  #2 - High,"north side of fieldhouse, east side of bocce court",910 S ABERDEEN ST,2,4/13/17,,,,,,,,,3.3,,,41.87126235,-87.65472823
1718,SHERIDAN (PHILIP HENRY),Sheridan  #2 - Middle,"north side of fieldhouse, east side of bocce court",910 S ABERDEEN ST,2,4/13/17,,,,,,,,,3.3,,,41.87126235,-87.65472823
1719,SHERIDAN (PHILIP HENRY),Sheridan  #2 - Low,"north side of fieldhouse, east side of bocce court",910 S ABERDEEN ST,2,4/13/17,,,,,,,,,3.2,,,41.87126235,-87.65472823
1720,SHERMAN (JOHN),Sherman  #1 - High,pool deck,1301 W 52ND ST,2,4/5/17,,,2.08,6/29/17,,,,,58.6,4.7,2,41.7984192,-87.65742032
1721,SHERMAN (JOHN),Sherman  #1 - Low,pool deck,1301 W 52ND ST,2,4/5/17,,,2,6/29/17,,,,,69,6.6,2,41.7984192,-87.65742032
1722,SHERMAN (JOHN),Sherman  #2 - High,south of north playground,1301 W 52ND ST,2,4/5/17,,,,,,,,,0.12,,,41.7984192,-87.65742032
1723,SHERMAN (JOHN),Sherman  #2 - Middle,south of north playground,1301 W 52ND ST,2,4/5/17,,,,,,,,,0.12,,,41.7984192,-87.65742032
1724,SHERMAN (JOHN),Sherman  #2 - Low,south of north playground,1301 W 52ND ST,2,4/5/17,,,,,,,,,0.12,,,41.7984192,-87.65742032
1725,SHERMAN (JOHN),Sherman  #3,west side of fieldhouse,1301 W 52ND ST,2,4/5/17,,,,,,,,,8.32,,,41.7984192,-87.65742032
1726,SHERMAN (JOHN),Sherman  #4,east side of fieldhouse,1301 W 52ND ST,3.79,4/5/17,,,30.7,6/29/17,,,,,19.6,60,2.1,41.7984192,-87.65742032
1727,SHERMAN (JOHN),Sherman  #5,west of library,1301 W 52ND ST,63.1,4/5/17,2,6/13/17,25.1,8/5/17,,,,,69.3,74,12,41.7984192,-87.65742032
1728,SHERMAN (JOHN),Sherman  #6 - High,north of south playground,1301 W 52ND ST,2,4/5/17,,,,,,,,,6.14,,,41.7984192,-87.65742032
1729,SHERMAN (JOHN),Sherman  #6 - Low,north of south playground,1301 W 52ND ST,2,4/5/17,,,,,,,,,7.55,,,41.7984192,-87.65742032
1730,SHERWOOD (JESSE),Sherwood  #1,"spray pool, on wall of filter room ",5705 S SHIELDS AVE,2,4/5/17,,,,,,,,,0.246,,,41.79060875,-87.63365931
1731,SHERWOOD (JESSE),Sherwood  #2,attached to footwash/shower at spraypool entrance,5705 S SHIELDS AVE,2,4/5/17,,,,,,,,,0.12,,,41.79060875,-87.63365931
1732,SHERWOOD (JESSE),Sherwood  #3 - High,"southwest of fieldhouse, on path",5705 S SHIELDS AVE,2,4/5/17,,,,,,,,,0.132,,,41.79060875,-87.63365931
1733,SHERWOOD (JESSE),Sherwood  #3 - Low,"southwest of fieldhouse, on path",5705 S SHIELDS AVE,2,4/5/17,,,,,,,,,0.156,,,41.79060875,-87.63365931
1734,SIMONS (ALMIRA),Simons  #1 - High,west of playground,1640 N DRAKE AVE,2,4/8/17,,,12.4,8/19/17,,,,,16.6,16,27,41.9154914,-87.7150886
1735,SIMONS (ALMIRA),Simons  #1 - Low,west of playground,1640 N DRAKE AVE,2,4/8/17,,,7.69,8/19/17,,,,,18.9,8.7,30,41.9154914,-87.7150886
1736,SINTIC (GREGORY),Sintic  #1,inside playlot at north entrance,2835 S WALLACE ST,2.13,4/14/17,,,29,,,,,,,,,41.8176307,-87.6408815
1737,SKINNER (MARK),Skinner  #1 - High,southwest corner of field house,1331 W  MONROE ST,2,4/13/17,,,,,,,,,2,,,41.8806395,-87.6368875
1738,SKINNER (MARK),Skinner  #1 - Low,southwest corner of field house,1331 W  MONROE ST,2,4/13/17,,,,,,,,,2,,,41.8806395,-87.6368875
1739,SKINNER (MARK),Skinner  #1 - Dog,southwest corner of field house,1331 W  MONROE ST,2,4/13/17,,,,,,,,,2,,,41.8806395,-87.6368875
1740,SKINNER (MARK),Skinner  #2 - High,"in playlot, south of northwest gate",1331 W  MONROE ST,2,4/13/17,,,,,,,,,2,,,41.8806395,-87.6368875
1741,SKINNER (MARK),Skinner  #2 - Middle,"in playlot, south of northwest gate",1331 W  MONROE ST,2,4/13/17,,,,,,,,,2,,,41.8806395,-87.6368875
1742,SKINNER (MARK),Skinner  #2 - Low,"in playlot, south of northwest gate",1331 W  MONROE ST,2,4/13/17,,,,,,,,,2,,,41.8806395,-87.6368875
1743,SKINNER (MARK),Skinner  #3 - High,outside southwest playlot gate,1331 W  MONROE ST,2,4/13/17,,,,,,,,,2,,,41.8806395,-87.6368875
1744,SKINNER (MARK),Skinner  #3 - Low,outside southwest playlot gate,1331 W  MONROE ST,2,4/13/17,,,,,,,,,2,,,41.8806395,-87.6368875
1745,SKINNER (MARK),Skinner  #3 - Dog,outside southwest playlot gate,1331 W  MONROE ST,2,4/13/17,,,,,,,,,2,,,41.8806395,-87.6368875
1746,SMITH (JOSEPH HIGGINS),Smith  #1 - High,corner of huron and campbell,2526 W GRAND AVE,2.92,4/7/17,,,4.74,7/29/17,,,,,23.9,29,4.2,41.8919423,-87.68995223
1747,SMITH (JOSEPH HIGGINS),Smith  #1 - Middle,corner of huron and campbell,2526 W GRAND AVE,3.03,4/7/17,,,5.76,7/29/17,,,,,23.7,28,4.5,41.8919423,-87.68995223
1748,SMITH (JOSEPH HIGGINS),Smith  #1 - Low,corner of huron and campbell,2526 W GRAND AVE,3.05,4/7/17,,,5.56,7/29/17,,,,,23.2,28,4.2,41.8919423,-87.68995223
1749,SMITH (JOSEPH HIGGINS),Smith  #2,east of tennis court,2526 W GRAND AVE,4.65,4/7/17,,,2,7/29/17,,,,,21.9,34,32,41.8919423,-87.68995223
1750,SMITH (JOSEPH HIGGINS),Smith  #3,next to southwest diamond,2526 W GRAND AVE,2,4/7/17,,,,,,,,,3.28,,,41.8919423,-87.68995223
1751,SMITH (JOSEPH HIGGINS),Smith  #4 - High,pool deck,2526 W GRAND AVE,2,5/2/17,,,,,,,,,7.69,,,41.8919423,-87.68995223
1752,SMITH (JOSEPH HIGGINS),Smith  #4 - Low,pool deck,2526 W GRAND AVE,2,5/2/17,,,,,,,,,,,,41.8919423,-87.68995223
